Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Latvia,LVA,..,..,..,..,..,3563707929.51215,3855149310.66103,4358383740.3024,4831780054.47548,5071955320.50769,5668016222.10443,6208491157.24544,7182240791.08999,8877569794.5034,10842280848.4761,13092350826.0822,16142346830.0061,23476092473.7828,27539994636.8801,22026142392.8294,18136251535.4014,20520427409.9797,20948737664.6865,22729128694.8729,23799294952.4899,20674751442.1028,21600405607.6305,23632042537.0214,26501666605.2477,26483146825.445,26886528613.7924,30602025359.7744,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lebanon,LBN,2999426238.77532,4269403650.7279,5212301195.64885,6888207473.37765,8517471017.76115,10528790969.2438,12087076154.8596,13149644862.4376,14703399846.7231,15228565097.4272,15260180206.9476,15159327604.2209,15891794222.4357,14136652492.8695,17462638166.1324,18251074139.4721,18509982800.9121,21633389767.3124,25100639277.9846,29956204963.1684,31804848606.5948,32446514358.41,35657223680.586,38060995377.9166,38805488799.6761,40518060272.8648,41663834053.0892,43756192945.0134,43889389012.2228,40398925323.5651,24191280126.4342,17307089418.3336,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lesotho,LSO,890640940.133485,1003536203.77682,1114100748.91058,1078062172.64699,1108296164.14479,1218019634.55224,1154478942.5311,1204876030.73408,1058839986.55298,1074652476.17638,1012749147.36511,1091628009.89134,1021942045.07566,1499957463.55187,1901968384.87725,2014209306.82521,2086548220.37883,2154441817.37984,2167644510.79875,2015191249.43576,2454119116.23781,2550468409.45465,2369381729.81496,2243816053.05009,2272235268.63039,2221717708.63459,1979283440.54843,2166425760.34976,2413721568.81976,2330810140.23507,2073575759.70717,2346092293.55164,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,510252095.900894,467788204.350966,403705566.292895,176989470.245021,451474849.285222,490158610.299264,630713533.104316,732665317.971883,937782613.467648,941996855.651887,1100515984.86448,1396330546.994,1439170063.63632,1670470343.41628,1587463824.18779,1766498356.38517,1769150398.36522,1719492453.47411,1913204251.01568,1779130985.1965,1689347250.43038,1783546449.82042,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,15475287331.1812,20178390021.9969,23434544011.9435,32601596779.679,42163903082.4294,50489900169.7498,61097445232.0229,45801100345.6878,55495947937.4979,41647853852.4246,65418044352.0941,57797465316.0784,49358922227.6181,43432275737.9457,44469299617.2839,58846532781.2831,64611415552.4597,58527187760.4521,45053515006.8648,33096515120.0965,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Lithuania,LTU,..,..,..,..,..,6086062668.91704,6678612150.20307,8231773816.78137,9261893138.0229,8954938793.4996,9497914451.97241,10243863307.0746,12118594827.0099,15804128271.9024,19148928999.2243,22392782672.6081,25878714998.8584,33474351238.3663,40472099399.7646,32673298966.0395,31525266453.6969,36448149729.5084,35893298336.8496,39313460943.6237,41546942347.5535,34402653748.6417,35778730613.2667,39973488658.7929,45383302056.9625,45983380104.4889,47815760848.5395,55896758251.78,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Luxembourg,LUX,11212056005.447,12292518178.2036,13614977980.5763,13768938604.0643,14699918764.8012,17917088835.8962,17913368543.3627,16733007302.7733,16608561780.2301,17844770492.2251,16485012023.4115,16688519980.0095,17590781537.6846,21183369011.1755,28206071971.2172,30721432311.5675,30368058073.2076,39149258944.9505,40352315126.1801,28539982180.2193,32043330391.131,35685289064.2116,39037926024.9573,39341116045.5376,42190108352.1641,31743520644.1627,34025585998.6231,39389565966.062,42251475535.0094,38530629915.6982,41945173743.5082,49784930446.2352,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,North Macedonia,MKD,..,..,..,2015121218.56678,2731974089.59204,3677048769.34357,3644160221.80766,3101818746.09166,3021542997.90736,3093032541.27361,3028319354.40212,2995949994.65532,3211898227.69434,3870897934.16445,4469103565.49047,4890968856.3304,5467987464.92641,5995403646.70455,7735357753.35727,7392396801.7318,7297416134.86183,8241665635.21963,7580941180.93847,8526422528.32781,9017498360.28313,7950976174.06415,8404700872.44943,9045313210.93784,10054735757.8842,9927186725.67308,9885678162.62317,11015539375.0803,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Madagascar,MDG,3518929711.47326,2818373101.06286,3242683452.45345,3579075550.18708,2993836342.46089,3137279218.1336,4121707098.05124,3557790860.70578,3697160734.84004,3699856425.68706,4026773956.90099,4774598712.01507,4592676042.21559,5439931022.72084,4305413754.84194,4976623142.70341,5411481724.73914,7216045095.10479,9111025621.1172,7757535560.90184,8080948175.56535,9387896470.51695,9136108379.94697,9952824529.61698,10167160447.0078,9027729503.81849,9457470707.15391,10877262140.4105,11710167964.9539,12018928346.2692,11103281159.5656,12500340515.8336,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Malawi,MWI,1530539227.17409,1836362074.97836,1466829338.42006,1735037852.6194,855680147.456434,989501321.532394,1828279082.90372,2218997337.01788,1335461301.23884,1409311364.09496,1372059311.42518,1330595076.21931,2928126527.84211,2586646717.81612,2897942359.49487,3026647305.71233,3279988633.8562,3636262449.25342,4348872376.38325,4857213087.32358,5490727175.47936,6419495340.35714,4579247457.13225,4261246194.5294,4673215311.86341,5050420437.71233,4418846375.09946,7603110540.89406,8630240623.69172,9748765625.72351,10877136149.2215,11287506853.7686,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Malaysia,MYS,25665838455.5987,30741686706.9097,37114434786.1772,43589724186.55,49523892356.7819,59744581398.0091,68195321427.8492,67721307181.217,46120255061.2789,50296614557.1299,59587462022.3312,60833395932.9917,68303808636.6136,74089243906.7844,86090970255.4756,98936794493.5974,114182993148.331,139548674387.443,163564554299.821,147712567033.519,183598322986.189,219226912176.237,228451636960.266,235906371308.3,242251060534.287,219218282039.881,220149854565.745,229287141997.749,252387046505.593,262142361843.096,248136926812.025,264144293995.078,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Maldives,MDV,176830433.214616,192997602.074946,225456409.683953,250079553.636706,283952070.97115,340225370.052444,383722315.071173,428478008.637714,453681563.647065,494594874.19914,527687119.853342,747298486.685387,767056656.786535,897823853.989429,1050949502.70551,1003648984.4184,1372438642.04286,1403065514.41836,1762331922.90006,1852149874.34539,1993083921.2313,2181255462.49606,2303143754.58681,2586372716.17119,2956002349.23824,3319083069.38923,3529846408.73577,3845499712.56975,4209758969.69895,4423158731.89433,3013379585.14898,4329718253.24969,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Mali,MLI,2468244535.00556,2521717445.1094,2626176636.89307,2635459328.5921,1855906837.79299,2433217715.55886,2500934685.41678,2383947854.74516,2568471475.78317,3120689791.12086,2651035766.29007,2993163659.35411,3218677841.94059,4104816952.7549,4746383230.4884,5472585572.62386,5814530305.53621,6788139873.93396,8338043621.11398,8491512662.33941,8982161281.03757,10794540190.0653,9920099635.32296,10911995463.2717,12280373209.1594,11230006151.9712,11991429511.0608,13224914093.3595,14667827673.5098,14642172529.5736,14585745029.6027,14504169501.2838,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Mauritania,MRT,1330226375.60064,1956102665.11504,1974314096.47353,1671316203.41604,1755746470.62969,1884044680.90786,2016653805.82124,1951534939.31447,1913319249.97038,1883676446.10745,1685448884.56128,1586367570.91019,1687253947.80531,1965067550.2389,2215603702.23195,2644996390.73191,3076290602.65943,3410868371.46269,4148018489.48072,4169719833.75847,4631672245.55203,5566588660.04563,5498149502.27279,6068102674.17665,5519299451.27485,5362348342.72415,5612029554.95214,5965315417.89539,6798011634.05522,7298905585.78212,7580647427.35943,8391225494.76751,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Mauritius,MUS,2505982649.91846,2710689634.67258,3029483636.47899,3026497906.34794,3225813859.74399,3610077150.27925,3905340963.38442,3664933689.40419,3637081593.68535,3809663242.1235,4117261713.52852,4129837354.84896,4365883092.67138,5222429255.33459,5938324022.45811,5836081231.32839,6378163207.67506,7555110290.67945,9018186331.73503,7886105694.19339,8593924451.65562,9719565013.99713,9755570175.00937,10454815708.8533,11148021295.3926,10348987079.2442,10867266234.3024,12107670968.1168,13109513305.9314,12993485280.5746,10247727911.709,10343032086.9128,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Mexico,MEX,205504265665.484,256844670552.814,299161726412.725,421664425037.059,444443520105.821,284085287955.244,326500887619.418,411235616038.992,436129608401.083,497871003052.663,583451181694.053,628249032955.209,638350138907.69,590360272094.388,630150294533.287,692395008004.185,771758100654.085,834114603747.519,868479430911.016,705689454663.467,837005140326.317,909917998364.882,923120025713.203,979078425937.207,1029001447035.09,930698815652.538,850738271614.726,909856329249.081,949012341118.881,989328890501.085,828724024427.823,950153268146.986,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,206385959.11132,211546245.598064,217759832.701195,214454799.382564,195845482.869416,205282310.79201,211482704.505273,224074339.255646,230158986.135499,231197074.640027,233510964.183753,231664154.396544,243781848.486648,247371428.396429,252249978.066984,255485114.118036,280109424.767119,288228169.164804,300328138.156821,321214863.23927,322155169.783358,325403951.889055,356037213.970178,365710322.611057,393445403.470564,387595595.899426,432232050.390648,426303343.983879,417569529.889516,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Moldova,MDA,..,..,..,..,..,..,1336052839.50715,1507817364.97624,1270595935.5854,839291516.828884,993229040.623207,1214217479.80826,1453175545.94432,1816225402.2277,2462967828.61133,2883947208.25394,3266664906.20381,4125246763.61726,5757754286.90146,4978748425.02429,6657470284.5819,8142332477.50821,8704671167.64837,9448149513.93791,9375407928.58259,7066335868.40404,7627551245.60779,9190034402.44331,10673164437.0841,11165403702.7881,10801154634.3049,12338542741.1436,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Mongolia,MNG,1825264749.03329,2079979075.73198,1156217521.58577,682329563.20262,791869728.236413,1245015945.17705,1224510276.67783,1036540385.4932,1000606423.46503,948392045.289637,994576648.288234,1092135631.6517,1208717748.10149,1394041589.05756,1693767173.19525,2052874757.28145,2576446653.50227,3240829339.85472,4333868844.44614,3523190317.31095,5062661693.03864,7155778897.82588,9384594675.49998,10049588533.6606,9346995980.95404,8571900021.94154,8181126142.49677,7536478497.53154,9234410091.75759,10178934511.5583,9780515512.90503,9347566299.61219,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2507081364.60615,3289371165.44293,4088002711.77475,3621673915.83509,3615482733.6268,4063577456.59376,3653567642.38349,3990859376.7654,4056323375.38239,3658614396.17059,3837643290.15742,4374226784.09167,4874829509.97769,4900759293.45808,4242809122.18019,5252776808.51927,..,..
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,Morocco,MAR,26602246204.5264,28507293602.6275,29773182473.2316,27776360348.886,31512546279.7729,34059569746.4926,38128744388.3945,34466914117.2323,37131375560.2897,36962485478.1933,34499692022.3367,35096674765.1429,37661613820.9269,46495699768.2913,53302061906.2765,56321339636.9583,61947136916.7535,71296093339.8084,83509628415.6011,83127281257.099,82223839777.3265,89130533759.8501,87104305169.485,95548098253.7095,105517873660.389,98139484500.0773,99320509536.0715,105480740261.074,113404413090.566,114851903519.132,108024132606.154,126525657646.188,..,..
